ID,Age of Subject,Time spent on Online Class,Rating of Online Class experience,Medium for online class,Time spent on self study,Time spent on fitness,Time spent on sleep,Time spent on social media,Time spent on TV,Number of meals per day,Change in your weight,Health issue during lockdown,Stress busters,Time utilized,"Do you find yourself more connected with your family, close friends , relatives  ?",What you miss the most
R1081,15,3.0,Average,Smartphone,4.0,0.5,7.0,1.0,1.5,4,Increased,NO,Listening to music,YES,YES,Eating outside
R1082,16,8.0,Average,Laptop/Desktop,1.0,0.3,8.0,0.0,0,2,Increased,YES,no stress,NO,NO,"Friends , relatives"
R1083,16,7.0,Average,Laptop/Desktop,3.0,0.0,8.0,3.0,2,2,Remain Constant,NO,"Drawing, painting",NO,NO,School/college
R1084,15,4.0,Average,Laptop/Desktop,4.0,1.0,7.0,1.0,1.5,3,Remain Constant,NO,Reading books,YES,YES,"Friends , relatives"
R1085,16,8.0,Average,Laptop/Desktop,8.0,0.0,7.0,2.0,0,3,Remain Constant,NO,Listening to music,NO,NO,School/college
R1088,16,8.0,Average,Smartphone,4.0,0.0,5.0,8.0,3,3,Remain Constant,NO,Listening to music,YES,YES,"Friends , relatives"
R1089,16,8.0,Good,Laptop/Desktop,4.0,0.0,7.0,2.0,0,2,Increased,NO,Social Media,NO,YES,School/college
R1090,16,4.0,Good,Smartphone,4.0,1.0,7.0,2.0,1,2,Remain Constant,NO,Listening to music,YES,YES,Colleagues
R1091,16,7.0,Good,Smartphone,3.0,0.0,7.0,2.0,1,2,Increased,NO,Listening to music,NO,YES,Colleagues
R1092,16,6.0,Average,Laptop/Desktop,1.0,0.5,9.0,1.0,1,2,Decreased,NO,All reading books watching web series listening to music and talking to friends,NO,YES,"Friends , relatives"
R1093,17,6.0,Average,Smartphone,1.0,0.0,8.0,1.0,0,2,Remain Constant,NO,Online gaming,NO,NO,Metro
R1094,16,8.0,Very poor,Smartphone,5.0,1.0,8.0,1.0,1,3,Remain Constant,NO,Sleeping,YES,YES,"Friends , relatives"
R1095,16,4.0,Average,Laptop/Desktop,1.0,1.0,9.0,2.0,0.4,4,Remain Constant,NO,Online gaming,YES,NO,"Friends , relatives"
R1096,15,9.0,Excellent,Laptop/Desktop,10.0,0.5,6.0,0.0,2,3,Remain Constant,NO,Reading books,NO,YES,"Friends , relatives"
R1097,17,3.0,Very poor,Smartphone,6.0,0.0,8.0,2.0,0,3,Remain Constant,NO,Online gaming,YES,YES,School/college
R1098,16,6.0,Very poor,Smartphone,3.0,1.0,10.0,1.0,0.5,3,Remain Constant,NO,Sleeping,YES,YES,ALL
R1099,16,8.0,Average,Laptop/Desktop,0.0,0.0,6.0,6.0,0,3,Remain Constant,NO,Listening to music,NO,NO,School/college
R1100,16,8.0,Average,Laptop/Desktop,1.0,0.0,8.0,1.0,2,2,Remain Constant,NO,Online gaming,YES,YES,School/college
R1101,15,5.0,Very poor,Smartphone,3.0,1.0,9.0,3.0,0,3,Decreased,NO,Scrolling through social media,YES,YES,Eating outside
R1102,16,4.0,Good,Smartphone,3.0,1.0,8.0,1.0,1,4,Remain Constant,NO,Talking,YES,NO,Eating outside
R1103,17,4.0,Very poor,Laptop/Desktop,0.0,1.0,7.0,1.0,3,4,Increased,NO,Online gaming,NO,NO,"Friends , relatives"
R1104,25,5.0,Average,Laptop/Desktop,1.0,3.0,6.0,5.0,0,3,Decreased,NO,Watching web series,YES,YES,Travelling
R1105,20,0.0,Very poor,Smartphone,6.0,1.0,9.0,3.0,0,3,Increased,NO,Listening to music,YES,YES,Travelling
R1106,16,5.0,Very poor,Smartphone,2.0,1.0,8.0,1.0,4,2,Increased,NO,Talking to your relatives,NO,YES,"Friends , relatives"
R1107,16,4.0,Very poor,Smartphone,5.0,1.0,7.0,1.0,1,3,Increased,NO,Online surfing,YES,NO,Roaming around freely
R1108,15,5.0,Good,Laptop/Desktop,2.0,2.0,6.0,0.5,2,3,Remain Constant,NO,Social Media,NO,NO,Travelling
R1109,16,4.0,Very poor,Smartphone,2.0,2.0,6.0,5.0,0,4,Increased,NO,Sleeping,NO,YES,School/college
R1110,24,6.0,Average,Smartphone,6.0,0.0,7.0,2.0,No tv,3,Decreased,NO,Do some home related stuff,YES,NO,Travelling
R1111,16,5.0,Excellent,Smartphone,1.0,1.0,11.0,0.0,2,3,Remain Constant,NO,Listening to music,NO,YES,"Friends , relatives"
R1112,16,5.0,Average,Laptop/Desktop,4.0,0.0,6.0,1.0,0,3,Remain Constant,NO,Painting ,YES,YES,"Friends , relatives"
R1113,16,5.0,Average,Smartphone,2.0,1.0,10.0,1.0,0.5,3,Remain Constant,NO,Listening to music,NO,YES,School/college
R1114,15,6.0,Average,Smartphone,1.0,1.0,9.0,1.0,2,3,Decreased,NO,Listening to music,YES,YES,"Friends , relatives"
R1115,17,2.0,Very poor,Tablet,8.0,3.0,5.0,0.0,1,4,Increased,NO,Youtube,NO,YES,School/college
R1116,16,5.0,Average,Laptop/Desktop,8.0,2.0,5.0,2.0,0,4,Remain Constant,NO,Taking with parents,YES,YES,School/college
R1117,12,5.0,Good,Tablet,1.0,0.0,7.0,4.0,0,2,Increased,NO,Online gaming,YES,YES,School/college
R1118,14,4.0,Excellent,Smartphone,2.0,1.0,9.0,1.0,2,3,Remain Constant,NO,Listening to music,YES,YES,"Friends , relatives"
R1119,13,4.0,Excellent,Smartphone,3.0,0.25,8.0,1.0,0.5,1,Increased,NO,Online gaming,YES,YES,"Friends , relatives"
R1120,12,5.0,Good,Smartphone,5.0,0.0,6.0,1.0,2,2,Remain Constant,NO,Listening to music,YES,YES,Colleagues
R1121,15,6.0,Average,Smartphone,11.0,0.25,7.0,5.0,0,4,Increased,NO,"Online gaming , surfing and listening to music ",YES,YES,Travelling
R1122,13,5.0,Excellent,Tablet,4.0,1.0,8.0,0.0,0.5,4,Remain Constant,NO,Listening to music,YES,NO,School/college
R1123,12,4.0,Good,Tablet,1.0,1.0,9.0,1.0,3,3,Increased,NO,Listening to music,NO,YES,Colleagues
R1124,13,6.0,Good,Smartphone,2.0,2.0,6.0,1.0,1,1,Decreased,NO,Listening to music,YES,YES,Colleagues
R1125,16,4.0,Good,Laptop/Desktop,1.0,1.0,7.0,1.0,3,2,Remain Constant,NO,Listening to music,YES,YES,Travelling
R1126,12,4.0,Excellent,Smartphone,2.0,1.0,6.0,0.0,2,2,Remain Constant,YES,Listening to music,YES,YES,"Friends , relatives"
R1127,14,4.0,Good,Smartphone,3.5,0.0,9.0,2.0,3,3,Remain Constant,NO,Listening to music,YES,YES,School/college
R1128,13,8.0,Good,Smartphone,3.0,1.0,13.0,1.0,2,2,Increased,NO,Meditation,NO,YES,Colleagues
R1129,13,6.0,Average,Laptop/Desktop,2.0,0.0,5.0,1.0,0,3,Remain Constant,NO,Online gaming,NO,NO,"Friends , relatives"
R1130,14,6.0,Average,Laptop/Desktop,8.0,1.0,8.0,1.0,0.1,2,Remain Constant,NO,Scrolling through social media,NO,NO,Roaming around freely
R1131,14,4.0,Average,Smartphone,0.0,1.0,9.0,3.0,1,3,Remain Constant,NO,Online gaming,YES,YES,School/college
R1132,14,6.0,Good,Smartphone,3.0,1.0,7.0,1.0,1,4,Remain Constant,NO,Sleeping,YES,YES,School/college
R1133,14,6.0,Average,Smartphone,2.0,1.0,4.0,1.0,2,3,Remain Constant,NO,Dancing,YES,NO,"Friends , relatives"
R1134,14,4.0,Excellent,Smartphone,2.0,2.0,12.0,1.0,2,3,Decreased,NO,Watching web series,YES,YES,School/college
R1135,13,5.0,Good,Tablet,4.0,1.0,8.0,1.0,0,2,Decreased,NO,Listening to music,YES,NO,Colleagues
R1136,18,7.0,Average,Smartphone,4.0,0.0,6.0,1.0,0,2,Remain Constant,NO,Listening to music,NO,NO,"Friends , relatives"
R1137,13,3.0,Good,Tablet,4.0,1.0,7.0,1.0,3,3,Increased,NO,Online gaming,NO,YES,School/college
R1138,14,6.0,Average,Smartphone,3.0,1.0,10.0,1.0,2,4,Remain Constant,NO,Sleeping,YES,YES,School/college
R1139,13,3.0,Very poor,Smartphone,1.0,2.0,7.0,3.0,2,3,Remain Constant,NO,Online gaming,NO,YES,Nothing
R1140,13,4.0,Average,Smartphone,2.0,1.0,8.0,2.0,5,3,Remain Constant,NO,I play Rubiks cube,NO,YES,ALL
R1141,12,5.5,Good,Smartphone,2.0,1.0,7.0,3.0,1,2,Remain Constant,NO,Social Media,YES,YES,School/college
R1142,11,4.0,Excellent,Smartphone,2.0,0.0,11.0,1.0,2,2,Remain Constant,NO,Meditation,YES,YES,"Friends , relatives"
R1143,12,6.0,Excellent,Tablet,2.0,0.5,9.0,1.0,1,3,Increased,NO,Youtube,YES,YES,"Friends , relatives"
R1144,13,2.0,Good,Smartphone,2.0,1.0,6.0,1.0,0,2,Decreased,NO,Listening to music,NO,YES,Eating outside
R1145,14,6.0,Good,Laptop/Desktop,3.0,1.0,6.0,1.0,1,3,Remain Constant,NO,Sleeping,YES,YES,School/college
R1146,16,4.0,Average,Smartphone,2.0,0.0,5.0,1.0,1,3,Increased,NO,Online gaming,YES,NO,Travelling
R1148,13,5.0,Excellent,Smartphone,3.0,1.0,8.0,2.0,1,2,Increased,NO,Reading books,YES,YES,School/college
R1149,12,4.0,Average,Smartphone,1.0,1.0,8.0,2.0,0.5,2,Remain Constant,NO,Scrolling through social media,YES,YES,"Friends , relatives"
R1150,15,8.0,Good,Laptop/Desktop,1.5,0.5,8.0,0.5,0.3,3,Remain Constant,NO,Online gaming,NO,YES,Colleagues
R1151,14,5.0,Average,Smartphone or Laptop/Desktop,2.0,0.0,9.0,0.5,0.5,4,Increased,YES,Listening to music,YES,YES,Travelling
R1152,14,3.0,Average,Smartphone,1.0,1.0,10.0,1.0,2,2,Decreased,NO,Listening to music,YES,YES,"Friends , relatives"
R1154,15,4.0,Very poor,Smartphone,2.0,1.0,9.0,0.5,2,4,Remain Constant,NO,Online gaming,YES,YES,"Friends , relatives"
R1155,17,6.0,Very poor,Smartphone,3.0,1.0,7.0,1.0,1,2,Decreased,NO,Gym,NO,YES,School and friends.
R1156,22,5.0,Average,Laptop/Desktop,4.0,0.0,8.0,3.0,0,2,Increased,NO,Talking to your relatives,NO,YES,School/college
R1157,13,6.0,Good,Smartphone,2.0,0.0,11.0,1.0,0.5,3,Remain Constant,NO,Online gaming,YES,YES,Colleagues
R1158,11,5.0,Average,Smartphone,2.0,1.0,8.0,1.0,0.5,1,Decreased,NO,Watching web series,YES,NO,School/college
R1159,13,4.0,Good,Smartphone,1.0,0.5,7.0,1.0,2,4,Increased,NO,Listening to music,YES,YES,School/college
R1160,14,5.0,Excellent,Smartphone,2.0,0.0,12.0,2.0,1,3,Remain Constant,NO,Listening to music,NO,YES,"Friends , relatives"
R1161,12,6.0,Good,Laptop/Desktop,2.0,2.0,8.0,7.0,2,3,Remain Constant,NO,Social Media,YES,YES,Eating outside
R1162,13,4.0,Excellent,Laptop/Desktop,4.0,1.0,8.0,0.0,1,2,Remain Constant,NO,Listening to music and reading books both . ,YES,YES,ALL
R1164,12,4.0,Good,Smartphone,2.0,1.0,8.0,0.0,3,4,Remain Constant,NO,Meditation,YES,YES,Colleagues
R1166,13,6.0,Excellent,Smartphone,7.0,0.0,5.0,0.0,0,3,Remain Constant,NO,"Poetry, writing books and novels , listening to music too",YES,NO,Nothing
R1167,14,6.0,Excellent,Laptop/Desktop,1.0,2.0,7.0,1.0,1,4,Increased,NO,Sleeping,YES,YES,Roaming around freely
R1168,14,6.0,Good,Smartphone,2.0,1.0,8.0,1.0,1,1,Decreased,NO,Social Media,NO,YES,Colleagues
R1169,12,6.0,Excellent,Smartphone,5.0,1.0,8.0,2.0,1,2,Remain Constant,NO,Listening to music,YES,YES,School/college
R1171,14,6.0,Average,Smartphone,2.0,0.5,10.0,1.0,1,3,Remain Constant,NO,Sleeping,YES,YES,School and my school friends
R1172,14,3.0,Excellent,Smartphone,5.0,2.0,12.0,0.25,0,3,Increased,NO,Sleeping,YES,YES,School/college
R1173,12,4.0,Excellent,Smartphone,3.0,2.0,10.0,1.0,1,4,Increased,NO,Sleeping,YES,YES,"Friends , relatives"
R1174,14,4.0,Excellent,Smartphone,2.0,1.0,6.0,1.0,1,2,Remain Constant,NO,Listening to music,YES,YES,School/college
R1175,13,6.0,Very poor,Laptop/Desktop,3.0,1.0,8.0,2.0,2,3,Decreased,NO,Listening to music,YES,NO,"Friends , relatives"
R1176,12,5.0,Excellent,Smartphone,2.0,1.0,12.0,0.0,1,3,Remain Constant,NO,Dancing,YES,YES,"Friends , relatives"
R1177,13,5.0,Excellent,Laptop/Desktop,4.0,1.0,8.0,1.0,1.5,3,Decreased,NO,Listening to music,YES,YES,School/college
R1178,12,4.0,Very poor,Smartphone,1.5,0.0,9.0,5.0,1,4,Increased,NO,Painting,NO,YES,"Friends , relatives"
R1179,13,6.0,Excellent,Laptop/Desktop,2.0,0.5,9.0,1.0,3,4,Remain Constant,NO,Online gaming,YES,YES,"Friends , relatives"
R1180,12,6.0,Average,Smartphone,3.0,1.0,9.0,1.0,1,4,Remain Constant,NO,Listening to music,NO,YES,Roaming around freely
R1181,12,5.0,Good,Laptop/Desktop,2.0,0.0,8.0,2.0,1,3,Remain Constant,NO,Listening to music,YES,NO,Colleagues
R1182,13,6.0,Good,Tablet,2.0,1.0,6.0,1.0,2,3,Decreased,NO,Dancing,YES,YES,Colleagues
R1183,16,7.5,Good,Laptop/Desktop,4.5,0.0,6.0,0.5,2,4,Remain Constant,NO,Listening to music,YES,YES,Colleagues
R1184,13,5.0,Excellent,Laptop/Desktop,6.0,1.0,6.0,0.0,0,4,Remain Constant,NO,Listening to music,YES,YES,School/college
R1185,13,4.0,Good,Smartphone,4.0,1.0,8.0,1.0,2,3,Decreased,NO,Reading,YES,YES,School/college
R1186,15,5.0,Average,Smartphone,2.0,1.0,13.0,1.0,1,2,Remain Constant,NO,Online surfing,NO,YES,School/college
R1187,12,6.0,Excellent,Laptop/Desktop,3.0,1.0,9.0,4.0,3,4,Remain Constant,NO,Talking to your relatives,YES,YES,School/college
R1188,13,8.0,Average,Laptop/Desktop,2.0,1.0,7.0,1.0,1,3,Decreased,NO,Cooking,YES,YES,Travelling
R1189,15,5.0,Good,Tablet,4.0,1.0,7.0,2.0,0,4,Increased,NO,Social Media,NO,YES,Travelling
R1190,13,3.0,Very poor,Smartphone,1.0,0.5,8.0,3.0,1,3,Remain Constant,NO,Watching YouTube ,NO,NO,School/college
R1191,12,3.0,Good,Smartphone,4.0,1.0,8.0,1.0,2,3,Decreased,NO,Dancing,YES,YES,Travelling
R1192,14,6.0,Average,Smartphone,4.0,1.0,9.0,1.0,1,4,Remain Constant,NO,Listening to music,YES,YES,"Friends , relatives"
R1193,13,4.0,Average,Smartphone,0.0,0.5,8.0,3.0,2,4,Decreased,NO,Online gaming,NO,YES,School/college
R1194,14,5.0,Excellent,Laptop/Desktop,3.5,1.0,8.0,0.5,1,4,Remain Constant,NO,Reading books,YES,YES,School/college
R1195,13,5.0,Good,Tablet,2.0,0.5,7.0,1.0,1,3,Remain Constant,NO,Talking,YES,YES,School/college
